n_caracteristicas,metros,quartos,banheiros,vagas,descricao,endereco,y
9,68,2,2,1,41,PARQUE RESIDENCIAL DAS CAMELIAS,900.0
4,47,2,1,1,0,JARDIM TERRA BRANCA,800.0
4,30,1,1,1,0,VILA BRUNHARI,600.0
4,34,1,1,1,0,VILA SANTA TEREZA,700.0
8,47,2,1,1,43,JARDIM ESTRELA D'ALVA,700.0
7,31,1,1,1,81,ALAMEDA DOUTOR OCTAVIO PINHEIRO BRISOLLA  VILA NOVA CIDADE UNIVERSITARIA,1200.0
6,452,9,4,4,40,VILA AEROPORTO,8000.0
4,341,3,3,4,0,VILA SOUTO,2000.0
8,46,2,1,1,28,PARQUE UNIAO,550.0
9,40,1,1,1,62,VILA NOEMY,1400.0
4,32,1,1,1,0,JARDIM INFANTE DOM HENRIQUE,900.0
7,57,2,1,1,25,VILA GIUNTA,700.0
7,38,1,1,-1,6,VILA SANTA TEREZA,630.0
9,65,2,2,1,18,VILA CIDADE UNIVERSITARIA,2400.0
9,96,2,3,2,337,VILA AVIACAO,2800.0
4,300,4,4,3,0,VILA CIDADE UNIVERSITARIA,750.0
4,38,1,1,1,0,JARDIM BRASIL,900.0
4,90,2,2,1,0,CENTRO,700.0
4,52,2,1,1,0,VILA ALTINOPOLIS,1100.0
7,200,3,5,2,42,JARDIM ESTORIL IV,2800.0
8,200,3,5,2,39,JARDIM ESTORIL IV,1800.0
6,245,3,4,3,91,VILA AVIACAO,6000.0
6,40,1,1,1,152,JARDIM BRASIL,570.0
7,45,1,1,1,31,VILA CIDADE UNIVERSITARIA,650.0
4,70,2,2,2,0,JARDIM INFANTE DOM HENRIQUE,1800.0
5,200,3,2,3,42,CENTRO,4000.0
5,36,1,1,1,23,NUCLEO RESIDENCIAL PRESIDENTE GEISEL,550.0
7,63,2,1,1,20,JARDIM COLONIAL,1200.0
6,40,1,1,1,44,VILA AEROPORTO,800.0
4,41,1,1,1,0,VILA CARDIA,850.0
9,38,1,1,1,25,JARDIM PANORAMA,1100.0
4,55,2,2,1,0,VILA SANTA TEREZA,700.0
9,233,4,3,2,40,ALTOS DA CIDADE,3800.0
4,52,1,1,1,0,VILA NOVA CIDADE UNIVERSITARIA,2200.0
4,100,3,2,2,0,VILA SANTA TEREZA,1010.0
5,80,2,1,1,14,ALTOS DA CIDADE,800.0
8,35,1,1,1,17,VILA SOUTO,590.0
4,69,2,3,2,0,VILA NOVA CIDADE UNIVERSITARIA,1850.0
7,50,2,1,1,24,VILA CAROLINA,780.0
9,47,2,1,1,19,VILA PACIFICO,600.0
6,84,2,2,1,40,JARDIM ESTORIL IV,1200.0
9,250,4,4,2,59,JARDIM ESTORIL IV,3500.0
4,300,-1,1,3,0,CENTRO,3500.0
4,76,3,2,2,0,JARDIM INFANTE DOM HENRIQUE,1550.0
4,150,3,3,2,0,VILA AMERICA,1500.0
9,69,2,2,1,48,JARDIM PAULISTA,1750.0
9,75,3,2,1,48,JARDIM INFANTE DOM HENRIQUE,1350.0
9,150,3,2,2,27,JARDIM PANORAMA,2200.0
9,35,1,1,1,35,VILA SANTA TEREZA,1800.0
4,52,2,1,1,0,VILA SANTA TEREZA,1100.0
4,53,2,1,1,0,VILA CAROLINA,950.0
7,55,2,2,1,68,JARDIM TERRA BRANCA,1300.0
4,52,2,1,1,0,JARDIM INFANTE DOM HENRIQUE,1550.0
4,245,3,4,3,0,VILA AVIACAO,6000.0
4,484,4,3,3,0,VILA ENGLER,3000.0
8,42,1,1,1,24,VILA ALTINOPOLIS,690.0
9,80,2,2,2,5,JARDIM INFANTE DOM HENRIQUE,1900.0
9,66,2,2,2,24,CENTRO,1600.0
9,92,2,1,2,33,VILA NOVA CIDADE UNIVERSITARIA,1200.0
8,40,1,1,-1,10,JARDIM PANORAMA,1000.0
9,729,3,5,13,120,JARDIM SHANGRI LA,8900.0
7,40,2,1,1,6,JARDIM BELA VISTA,600.0
9,182,3,4,3,99,VILA SANTA IZABEL,4200.0
7,50,3,1,1,7,JARDIM VITORIA,550.0
9,2200,4,5,5,140,VILA SAO JOAO DA BOA VISTA,3500.0
4,80,3,1,1,0,VILA AEROPORTO,760.0
9,80,3,2,2,28,VILA SANTA TEREZA,2300.0
9,60,3,2,1,22,JARDIM INFANTE DOM HENRIQUE,1250.0
9,58,2,1,1,37,JARDIM PANORAMA,1100.0
6,363,4,2,4,54,PARQUE JARAGUA,4000.0
5,31,1,1,1,5,VILA CIDADE UNIVERSITARIA,600.0
9,109,2,1,2,101,VILA ALTINOPOLIS,3500.0
6,203,3,4,4,54,CENTRO,5300.0
7,58,2,1,1,21,VILA SANTO ANTONIO,900.0
4,70,3,1,1,0,JARDIM AURI VERDE,750.0
4,380,4,6,7,0,VILA AVIACAO,9000.0
4,429,3,4,4,0,VILA NOVA CIDADE UNIVERSITARIA,4000.0
4,56,1,1,1,0,RESIDENCIAL PARQUE GRANJA CECILIA B,1300.0
4,39,2,1,1,0,PARQUE DAS NACOES,900.0
4,55,2,1,1,0,VILA SANTA TEREZA,750.0
4,85,3,2,-1,0,CENTRO,1200.0
6,40,1,1,1,34,VILA CIDADE UNIVERSITARIA,750.0
5,33,1,1,1,11,VILA CIDADE UNIVERSITARIA,600.0
8,60,2,1,1,25,PARQUE VIADUTO,580.0
8,60,2,1,1,17,JARDIM AEROPORTO,1000.0
4,43,1,1,1,0,JARDIM INFANTE DOM HENRIQUE,650.0
4,107,3,4,2,0,VILA AVIACAO,3500.0
8,89,3,3,2,73,VILA NOVA CIDADE UNIVERSITARIA,1300.0
8,74,2,1,1,0,JARDIM INFANTE DOM HENRIQUE,1100.0
9,39,1,1,1,21,JARDIM INFANTE DOM HENRIQUE,1100.0
4,183,3,5,3,0,VILA AVIACAO,6500.0
4,67,2,2,1,0,VILA NOVA CIDADE UNIVERSITARIA,1900.0
4,52,2,1,1,0,JARDIM INFANTE DOM HENRIQUE,1650.0
6,40,1,1,1,33,JARDIM PANORAMA,750.0
5,65,2,1,1,61,JARDIM CRUZEIRO DO SUL,800.0
4,600,-1,2,-1,0,VILA NOVA CIDADE UNIVERSITARIA,18000.0
9,400,4,7,5,200,JARDIM AMERICA,6500.0
9,54,2,1,1,25,JARDIM AMERICA,800.0
4,693,4,7,2,0,VILA AEROPORTO,6000.0
4,135,3,3,2,0,JARDIM ESTORIL IV,1800.0
5,60,2,2,1,33,CENTRO,900.0
8,363,3,1,8,29,VILA CIDADE UNIVERSITARIA,4900.0
4,42,1,1,1,0,,650.0
9,96,2,2,2,0,VILA AVIACAO,2900.0
9,380,4,4,3,22,JARDIM PAULISTA,3000.0
4,78,3,3,2,0,JARDIM INFANTE DOM HENRIQUE,1500.0
5,484,10,5,11,33,ALTOS DA CIDADE,9000.0
4,50,2,1,1,0,PARQUE RESIDENCIAL DAS CAMELIAS,750.0
7,35,1,1,-1,17,VILA SOUTO,570.0
5,70,2,2,2,4,RESIDENCIAL PARQUE GRANJA CECILIA B,1500.0
8,59,2,2,1,173,JARDIM CONTORNO,1700.0
4,72,2,1,1,0,JARDIM AMERICA,1500.0
4,65,2,2,2,0,JARDIM COLONIAL,1650.0
8,70,2,1,1,37,JARDIM PANORAMA,1000.0
9,134,3,5,2,22,VILA AVIACAO,4000.0
4,214,4,2,3,0,JARDIM INFANTE DOM HENRIQUE,2800.0
4,32,1,1,1,0,VILA CIDADE UNIVERSITARIA,650.0
4,55,2,1,1,0,JARDIM TERRA BRANCA,600.0
4,38,2,1,1,0,VILA SOUTO,600.0
4,60,2,1,1,0,JARDIM INFANTE DOM HENRIQUE,1000.0
4,110,3,2,1,0,VILA CIDADE UNIVERSITARIA,1700.0
4,100,1,1,1,0,VILA SAO JOAO DA BOA VISTA,1010.0
4,20,1,1,-1,0,JARDIM DONA LILI,470.0
5,140,4,4,2,6,VILA NOVA SANTA CLARA,1200.0
8,70,2,2,2,20,JARDIM INFANTE DOM HENRIQUE,1450.0
8,41,1,2,1,0,VILA SANTA TEREZA,1200.0
5,40,1,1,1,48,VILA CIDADE UNIVERSITARIA,900.0
4,35,1,1,1,0,JARDIM BRASIL,750.0
4,58,2,2,1,0,VILA CARDIA,900.0
4,42,1,1,1,0,JARDIM PANORAMA,700.0
4,35,1,1,1,0,VILA ALTINOPOLIS,1700.0
4,62,2,1,1,0,PARQUE VIADUTO,500.0
7,35,1,1,1,74,VILA NOVA CIDADE UNIVERSITARIA,800.0
4,67,2,2,1,0,VILA NOVA CIDADE UNIVERSITARIA,1800.0
9,47,2,1,1,22,PARQUE UNIAO,700.0
9,145,3,5,2,25,VILA CIDADE UNIVERSITARIA,2600.0
7,49,2,1,1,50,VILA SOUTO,750.0
4,56,2,1,1,0,PARQUE,800.0
4,134,3,3,5,0,JARDIM ESTORIL IV,4000.0
4,47,2,1,1,0,JARDIM TERRA BRANCA,800.0
9,64,2,1,1,107,VILA SANTO ANTONIO,1100.0
4,84,3,1,2,0,VILA NOVA SANTA CLARA,1100.0
4,40,1,1,1,0,JARDIM PANORAMA,950.0
5,34,1,1,1,0,VILA MARACY,1200.0
4,40,1,1,-1,0,VILA PACIFICO,600.0
9,266,4,5,3,71,JARDIM AMERICA,2500.0
8,90,2,2,1,42,VILA CIDADE UNIVERSITARIA,800.0
4,65,2,1,1,0,VILA NOVA CIDADE UNIVERSITARIA,850.0
6,32,1,1,1,62,VILA CIDADE UNIVERSITARIA,800.0
4,33,1,1,1,0,JARDIM BRASIL,850.0
9,68,2,1,1,10,VILA CIDADE UNIVERSITARIA,1000.0
9,200,3,3,2,61,JARDIM PANORAMA,1700.0
9,88,1,2,-1,36,CENTRO,2500.0
9,80,2,2,2,35,VILA NOVA CIDADE UNIVERSITARIA,1850.0
4,101,3,4,1,0,VILA MESQUITA,2900.0
4,37,1,1,1,0,VILA SANTA TEREZA,1800.0
6,60,2,2,1,13,JARDIM COLONIAL,1300.0
9,381,4,5,-1,82,VILA AVIACAO,8500.0
9,280,3,4,3,15,JARDIM AMERICA,3500.0
9,67,2,1,1,18,JARDIM MARAMBA,750.0
4,45,1,1,1,0,JARDIM PAULISTA,750.0
6,38,1,1,1,36,VILA BRUNHARI,660.0
5,60,2,1,1,23,JARDIM INFANTE DOM HENRIQUE,1650.0
8,75,2,2,1,15,JARDIM INFANTE DOM HENRIQUE,1100.0
4,65,2,1,1,0,VILA SANTA TEREZA,1500.0
9,63,2,2,1,34,JARDIM INFANTE DOM HENRIQUE,1000.0
9,40,1,1,1,18,VILA AEROPORTO,700.0
6,47,2,1,1,42,QUINTA BELA OLINDA,820.0
8,50,2,1,1,18,JARDIM TERRA BRANCA,550.0
7,70,2,1,1,23,JARDIM AURI VERDE,900.0
4,55,2,1,1,0,JARDIM INFANTE DOM HENRIQUE,1000.0
4,65,2,1,1,0,VILA NOVA CIDADE UNIVERSITARIA,850.0
9,285,3,4,4,70,VILA AEROPORTO,7000.0
4,47,2,1,1,0,JARDIM SAMBURA,750.0
4,150,3,2,2,0,VILA SILVA PINTO,1660.0
7,60,2,1,1,14,VILA GIUNTA,850.0
8,60,2,1,1,39,VILA CIDADE UNIVERSITARIA,1650.0
9,400,4,5,4,36,JARDIM AMERICA,6500.0
6,50,1,1,1,10,VILA FALCAO,500.0
9,135,3,2,2,37,JARDIM ESTORIL IV,1800.0
8,250,5,5,7,11,CENTRO,7000.0
5,47,2,1,1,2,JARDIM OURO VERDE,610.0
7,35,1,1,1,77,ALTOS DA CIDADE,900.0
5,60,2,1,1,45,VILA SANTA TEREZA,700.0
4,35,1,1,1,0,JARDIM PANORAMA,600.0
4,26,1,1,1,0,VILA SAO JOAO DO IPIRANGA,850.0
8,150,2,2,-1,42,PARQUE VISTA ALEGRE,1100.0
4,325,4,1,2,0,VILA SAO JOAO DO IPIRANGA,950.0
4,35,1,1,-1,0,VILA CIDADE UNIVERSITARIA,650.0
5,56,2,2,-1,2,RESIDENCIAL PARQUE GRANJA CECILIA B,1400.0
9,200,4,6,3,25,JARDIM AMERICA,4300.0
7,60,2,1,1,46,VILA MARACY,950.0
9,197,4,6,3,25,JARDIM AMERICA,4300.0
4,64,2,1,1,0,PARQUE RESIDENCIAL DAS CAMELIAS,700.0
8,52,2,1,1,26,VILA SANTA TEREZA,1200.0
6,213,4,3,2,0,JARDIM AEROPORTO,3500.0
9,76,3,2,1,28,JARDIM MARAMBA,950.0
7,70,3,1,1,25,VILA AEROPORTO,1200.0
6,32,1,1,1,31,VILA CIDADE UNIVERSITARIA,1150.0
6,77,3,2,1,0,VILA CIDADE UNIVERSITARIA,1200.0
5,440,7,3,2,47,ALTOS DA CIDADE,6000.0
4,100,3,1,-1,0,CENTRO,1000.0
9,60,2,1,1,53,VILA CIDADE UNIVERSITARIA,850.0
9,65,2,2,1,52,VILA SANTA TEREZA,1450.0
4,60,2,2,1,0,VILA AVIACAO,920.0
6,55,2,1,1,44,JARDIM REDENTOR,900.0
9,68,2,2,1,40,VILA NOVA CIDADE UNIVERSITARIA,900.0
4,62,2,1,-1,0,JARDIM DAS ORQUIDEAS,700.0
4,260,3,4,3,0,JARDIM ESTORIL,6000.0
4,184,2,1,1,0,CENTRO,1500.0
9,120,3,3,2,14,VILA AVIACAO,3600.0
9,197,4,6,3,28,JARDIM AMERICA,4300.0
9,220,4,3,1,35,VILA SANTA TEREZA,2600.0
4,45,1,1,1,0,VILA SANTA TEREZA,1500.0
4,72,2,1,1,0,VILA NOVE DE JULHO,1400.0
4,50,3,1,1,0,JARDIM VITORIA,600.0
4,396,3,3,2,0,JARDIM ESTORIL,3000.0
9,50,2,1,1,0,JARDIM MARIA CELIA,900.0
8,40,1,1,1,17,VILA AEROPORTO,750.0
9,98,3,2,2,19,VILA SANTA TEREZA,1700.0
4,30,1,1,1,0,VILA CIDADE UNIVERSITARIA,650.0
9,230,3,3,3,67,JARDIM ESTORIL IV,3800.0
4,400,3,5,2,0,VILA NOVA CIDADE UNIVERSITARIA,4900.0
7,95,3,3,2,53,JARDIM ESTORIL,1000.0
4,77,2,2,1,0,JARDIM INFANTE DOM HENRIQUE,1200.0
4,55,1,1,1,0,JARDIM INFANTE DOM HENRIQUE,900.0
9,250,3,5,2,36,JARDIM AMERICA,2500.0
4,200,2,2,-1,0,VILA BONFIM,3000.0
7,70,2,1,1,58,PARQUE SAO JOAO,700.0
7,507,3,1,3,42,JARDIM ESTORIL IV,4500.0
4,47,2,1,1,0,VILA INDEPENDENCIA,600.0
4,25,1,1,1,0,VILA NOVA CIDADE UNIVERSITARIA,900.0
8,200,3,5,2,13,JARDIM ESTORIL IV,2800.0
7,39,1,1,1,55,VILA SANTA TEREZA,1000.0
7,242,3,3,2,55,VILA NOVA SANTA CLARA,4000.0
9,86,3,2,2,78,JARDIM PANORAMA,3750.0
4,69,2,3,2,0,VILA NOVA CIDADE UNIVERSITARIA,1950.0
8,70,2,2,1,51,ALTO HIGIENOPOLIS,1000.0
5,67,2,2,1,11,JARDIM AMALIA,1200.0
8,70,3,1,1,23,JARDIM MARAMBA,1100.0
4,130,3,3,3,0,JARDIM INFANTE DOM HENRIQUE,2000.0
7,55,2,1,1,39,VILA MARACY,1000.0
6,57,2,1,1,32,JARDIM INFANTE DOM HENRIQUE,1000.0
9,45,1,1,1,24,CENTRO,580.0
5,138,3,1,2,28,VILA PACIFICO,1300.0
7,43,1,1,-1,10,VILA NOVA CIDADE UNIVERSITARIA,750.0
4,42,1,1,1,0,JARDIM PLANALTO,1000.0
4,45,2,1,1,0,PARQUE,1000.0
7,65,2,1,1,13,JARDIM DAS ORQUIDEAS,1050.0
4,60,2,1,-1,0,CENTRO,750.0
9,75,3,2,1,63,VILA SANTO ANTONIO,1000.0
4,95,2,1,-1,0,CENTRO,900.0
4,30,1,1,-1,0,VILA LEMOS,600.0
4,40,1,1,-1,0,VILA ALTINOPOLIS,700.0
8,68,2,2,1,31,JARDIM AEROPORTO,990.0
6,250,3,5,3,17,JARDIM AMERICA,2900.0
9,108,3,3,2,41,VILA NOVA CIDADE UNIVERSITARIA,1400.0
7,60,2,1,1,8,VILA MARACY,950.0
9,87,3,3,2,32,JARDIM INFANTE DOM HENRIQUE,1400.0
4,40,1,1,-1,0,VILA NOVA CIDADE UNIVERSITARIA,600.0
8,74,3,2,1,28,JARDIM INFANTE DOM HENRIQUE,1350.0
7,60,2,1,1,24,VILA SANTA TEREZA,800.0
9,120,3,4,2,41,VILA AVIACAO,4500.0
9,70,3,1,1,22,JARDIM MARAMBA,1100.0
5,40,1,1,1,8,VILA CARDIA,700.0
5,396,3,2,3,26,JARDIM BELA VISTA,1200.0
7,76,3,2,1,21,VILA NOVA CIDADE UNIVERSITARIA,1350.0
9,81,3,3,2,173,VILA SILVA PINTO,1800.0
9,74,3,2,1,33,JARDIM MARAMBA,800.0
4,197,4,5,4,0,VILA LEME DA SILVA,4300.0
4,48,2,1,1,0,VILA INDEPENDENCIA,950.0
4,49,2,1,1,0,VILA SAO JOAO DO IPIRANGA,600.0
9,68,2,2,2,28,JARDIM COLONIAL,1500.0
9,65,2,2,-1,19,JARDIM PANORAMA,1100.0
9,60,2,2,2,32,JARDIM COLONIAL,1150.0
9,75,3,2,1,21,JARDIM INFANTE DOM HENRIQUE,1400.0
6,68,2,1,1,31,VILA NOVA CIDADE UNIVERSITARIA,900.0
9,393,4,7,2,21,JARDIM AEROPORTO,4000.0
7,37,1,1,1,13,JARDIM INFANTE DOM HENRIQUE,1300.0
4,50,2,1,1,0,VILA INDEPENDENCIA,490.0
4,78,3,2,2,0,JARDIM INFANTE DOM HENRIQUE,1500.0
4,45,2,1,1,0,JARDIM BRASIL,850.0
4,26,1,1,1,0,VILA SAO JOAO DO IPIRANGA,850.0
4,200,3,2,-1,0,JARDIM FLORIDA,2000.0
4,63,2,1,-1,0,JARDIM INFANTE DOM HENRIQUE,1000.0
4,50,2,1,1,0,VILA CARDIA,800.0
7,101,2,1,1,18,JARDIM BRASIL,1200.0
8,470,4,7,2,26,VILA AEROPORTO,9000.0
5,41,2,1,1,58,PARQUE DAS NACOES,900.0
9,197,4,5,4,24,VILA LEME DA SILVA,4300.0
4,36,1,1,1,0,VILA NOVA CIDADE UNIVERSITARIA,550.0
4,35,1,1,1,0,JARDIM PANORAMA,700.0
9,80,2,2,-1,45,ALTO HIGIENOPOLIS,1000.0
9,60,2,1,1,30,JARDIM COLONIAL,1300.0
7,60,2,1,-1,45,CENTRO,1300.0
8,60,2,1,-1,45,CENTRO,1300.0
9,64,2,2,1,67,VILA SANTA TEREZA,750.0
9,90,3,3,2,13,VILA NOVA SANTA CLARA,1000.0
9,64,2,1,1,107,VILA SANTO ANTONIO,1100.0
9,38,1,1,1,18,VILA CARDIA,500.0
7,47,1,1,1,39,VILA BONFIM,600.0
4,35,1,1,1,0,VILA NOVA CIDADE UNIVERSITARIA,650.0
4,31,1,1,1,0,VILA NOVA CIDADE UNIVERSITARIA,700.0
9,85,3,2,2,42,JARDIM AMERICA,2500.0
7,55,2,1,-1,44,JARDIM AEROPORTO,650.0
8,60,1,1,-1,0,PARQUE JULIO NOBREGA,700.0
9,390,4,4,3,44,JARDIM AEROPORTO,3000.0
9,78,3,2,2,40,JARDIM INFANTE DOM HENRIQUE,1500.0
4,39,1,1,1,0,VILA ALTINOPOLIS,1700.0
9,130,3,4,2,41,JARDIM PANORAMA,2500.0
7,566,5,3,-1,10,CENTRO,2600.0
4,40,1,1,1,0,VILA AVIACAO,620.0
4,100,3,3,2,0,JARDIM PANORAMA,1600.0
6,142,1,2,2,57,JARDIM BRASIL,1800.0
6,48,2,1,1,83,JARDIM INFANTE DOM HENRIQUE,876.0
9,37,1,1,1,14,VILA CIDADE UNIVERSITARIA,1100.0
4,200,3,3,4,0,VILA ALTINOPOLIS,2500.0
5,36,1,1,1,15,JARDIM BRASIL,550.0
4,151,3,3,2,0,JARDIM PAULISTA,3000.0
8,63,2,1,1,17,JARDIM INFANTE DOM HENRIQUE,1000.0
9,32,1,1,1,7,VILA MARACY,1150.0
4,26,1,1,1,0,VILA SAO JOAO DO IPIRANGA,850.0
4,80,3,1,-1,0,PRACA DOM PEDRO II  CENTRO,750.0
7,47,1,1,1,75,JARDIM INFANTE DOM HENRIQUE,1300.0
7,80,3,1,-1,21,PRACA WASHINGTON LUIZ  CENTRO,800.0
4,26,1,1,1,0,VILA SAO JOAO DO IPIRANGA,850.0
4,83,3,2,2,0,VILA CIDADE UNIVERSITARIA,1350.0
4,43,1,1,2,0,VILA SAO PAULO,1000.0
4,26,1,1,1,0,VILA SAO JOAO DO IPIRANGA,850.0
7,32,1,1,1,2,JARDIM AEROPORTO,650.0
4,150,3,4,2,0,VILA NOVA CIDADE UNIVERSITARIA,1500.0
6,53,2,1,1,0,VILA ALTINOPOLIS,1350.0
8,47,2,1,1,66,PARQUE,650.0
8,70,3,1,1,19,JARDIM MARAMBA,1100.0
9,48,2,1,1,21,JARDIM GODOY,600.0
6,121,1,1,1,19,VILA INDEPENDENCIA,850.0
5,80,3,2,-1,0,JARDIM OURO VERDE,1200.0
4,28,1,1,-1,0,VILA SOUTO,450.0
9,71,2,2,2,0,JARDIM SOLANGE,1800.0
5,43,1,1,-1,10,VILA SANTA TEREZA,1600.0
9,380,4,6,4,6,RESIDENCIAL LAGO SUL,7000.0
4,110,3,2,6,0,VILA PACIFICO,2200.0
4,26,1,1,1,0,VILA SAO JOAO DO IPIRANGA,850.0
4,100,-1,1,-1,0,VILA AEROPORTO,2000.0
9,420,4,5,-1,62,VILA SAMARITANA,12000.0
4,80,3,1,1,0,CENTRO,850.0
9,68,2,1,1,48,VILA CIDADE UNIVERSITARIA,850.0
9,135,3,5,2,84,JARDIM ESTORIL IV,2300.0
6,504,14,4,6,72,JARDIM PAULISTA,9000.0
4,47,2,1,1,0,JARDIM TERRA BRANCA,850.0
8,56,2,2,1,19,RESIDENCIAL PARQUE GRANJA CECILIA B,1650.0
4,26,1,1,1,0,VILA SAO JOAO DO IPIRANGA,850.0
4,62,2,1,1,0,JARDIM AMERICA,900.0
8,45,1,1,1,6,JARDIM INFANTE DOM HENRIQUE,700.0
4,31,1,1,1,0,VILA NOVA CIDADE UNIVERSITARIA,650.0
9,94,3,2,1,44,JARDIM AMERICA,1300.0
5,53,2,1,1,45,VILA MARACY,1600.0
7,60,2,1,-1,27,VILA CAROLINA,980.0
8,62,1,1,1,7,JARDIM PANORAMA,1300.0
4,90,3,2,3,0,NUCLEO HABITACIONAL NOBUJI NAGASAWA,1010.0
6,40,1,1,1,13,JARDIM INFANTE DOM HENRIQUE,900.0
8,120,3,2,1,30,CENTRO,1100.0
5,40,1,1,1,66,VILA NOVA CIDADE UNIVERSITARIA,660.0
9,120,2,2,2,36,JARDIM AMERICA,2000.0
4,40,1,1,1,0,JARDIM INFANTE DOM HENRIQUE,560.0
6,70,3,1,-1,15,PARQUE VIADUTO,650.0
6,34,2,1,1,23,JARDIM OLIMPICO,700.0
9,42,2,1,1,74,PARQUE DAS NACOES,650.0
7,68,2,1,1,17,VILA NOVA CIDADE UNIVERSITARIA,750.0
4,120,3,3,1,0,JARDIM PANORAMA,1600.0
4,50,2,1,1,0,CENTRO,890.0
4,26,1,1,1,0,VILA SAO JOAO DO IPIRANGA,850.0
4,26,1,1,1,0,VILA SAO JOAO DO IPIRANGA,850.0
6,32,1,1,-1,3,VILA MARACY,1150.0
4,50,2,1,-1,0,JARDIM PANORAMA,760.0
4,52,2,2,1,0,JARDIM INFANTE DOM HENRIQUE,1550.0
4,65,3,2,-1,0,PRACA DOM PEDRO II  CENTRO,550.0
9,220,3,4,3,76,SAMAMBAIA PARQUE RESIDENCIAL,6500.0
6,45,1,1,1,96,JARDIM INFANTE DOM HENRIQUE,1000.0
9,124,3,1,1,47,JARDIM PANORAMA,2000.0
7,43,2,1,1,63,VILA SAO JOAO DO IPIRANGA,550.0
4,30,1,1,1,0,VILA SANTA TEREZA,700.0
9,200,4,7,4,26,VILA LEME DA SILVA,4500.0
5,35,1,1,1,22,JARDIM TERRA BRANCA,500.0
6,55,1,1,1,34,VILA SANTA TEREZA,1000.0
9,70,2,2,1,184,ALTO HIGIENOPOLIS,900.0
4,47,2,1,1,0,VILA SERRAO,850.0
9,70,3,1,1,48,VILA AEROPORTO,1300.0
7,50,2,2,1,48,VILA ALTINOPOLIS,850.0
9,65,2,2,1,261,ALTO HIGIENOPOLIS,1730.0
5,52,1,1,2,23,VILA CAROLINA,950.0
9,57,2,1,1,82,JARDIM INFANTE DOM HENRIQUE,1550.0
9,81,3,3,2,173,VILA SILVA PINTO,1800.0
5,40,1,1,-1,19,VILA CAROLINA,500.0
8,75,3,1,1,158,PARQUE VIADUTO,550.0
7,60,2,1,1,0,VILA SANTA TEREZA,1300.0
4,50,2,1,1,0,JARDIM INFANTE DOM HENRIQUE,850.0
8,140,3,1,2,53,VILA CIDADE UNIVERSITARIA,2600.0
7,96,2,2,-1,28,PRACA RODRIGUES DE ABREU  CENTRO,600.0
4,57,2,1,1,0,JARDIM INFANTE DOM HENRIQUE,1650.0
8,69,3,1,1,0,JARDIM VITORIA,500.0
4,65,2,1,-1,0,CENTRO,850.0
4,35,1,1,1,0,CENTRO,850.0
4,110,3,1,1,0,JARDIM ESTORIL IV,1200.0
7,60,2,1,1,59,JARDIM ESTRELA D'ALVA,900.0
4,45,3,1,1,0,JARDIM CRUZEIRO DO SUL,1000.0
4,65,2,1,-1,0,JARDIM AMERICA,1000.0
9,81,3,2,-1,173,VILA SILVA PINTO,1800.0
6,35,1,1,1,25,VILA CARDIA,482.0
9,63,2,2,1,86,JARDIM BRASIL,1300.0
4,72,2,1,1,0,JARDIM CRUZEIRO DO SUL,650.0
7,52,2,1,1,0,VILA SANTA TEREZA,1200.0
4,35,1,1,1,0,JARDIM BRASIL,650.0
4,38,1,1,1,0,VILA NOVA CIDADE UNIVERSITARIA,900.0
4,55,3,3,1,0,JARDIM TERRA BRANCA,700.0
4,511,4,6,4,0,,7000.0
6,60,1,1,-1,5,CENTRO,550.0
4,40,1,1,-1,0,VILA REGINA,590.0
5,1572,-1,-1,-1,14,DISTRITO INDUSTRIAL ,20000.0
7,49,2,1,1,79,VILA GIUNTA,600.0
7,75,2,1,-1,48,PRACA RUI BARBOSA  CENTRO,1000.0
4,312,2,1,5,0,PARQUE VISTA ALEGRE,1000.0
5,240,2,2,-1,14,CENTRO,1000.0
4,80,2,1,-1,0,PRACA RUI BARBOSA  CENTRO,1000.0
4,90,3,3,2,0,VILA NOVA CIDADE UNIVERSITARIA,1200.0
7,60,2,1,1,43,JARDIM AMERICA,650.0
4,80,3,3,1,0,JARDIM TERRA BRANCA,700.0
9,68,2,2,1,128,ALAMEDA DOUTOR OCTAVIO PINHEIRO BRISOLLA  VILA SANTA TEREZA,750.0
4,75,2,2,2,0,VILA AVIACAO,1900.0
8,194,3,3,2,0,VILA AVIACAO,4500.0
7,50,1,1,1,0,VILA SANTA TEREZA,1000.0
9,72,3,1,1,0,PARQUE VIADUTO,550.0
4,110,2,2,1,0,JARDIM AMERICA,1100.0
4,80,3,1,-1,0,CENTRO,760.0
7,31,1,1,1,18,VILA MARACY,700.0
8,43,2,1,1,99,JARDIM EUGENIA,600.0
7,43,2,1,1,99,JARDIM EUGENIA,650.0
4,140,3,3,-1,0,JARDIM ESTORIL IV,2200.0
4,105,3,3,2,0,JARDIM AMERICA,1400.0
7,42,2,1,1,61,JARDIM NOVA EERANCA,800.0
4,42,1,1,1,0,CENTRO,1200.0
9,360,3,2,3,136,QUINTA RANIERI,3500.0
6,65,2,1,1,66,PARQUE VIADUTO,580.0
4,47,2,1,1,0,JARDIM SAMBURA,650.0
9,98,3,3,2,0,VILA CIDADE UNIVERSITARIA,2200.0
9,200,4,4,3,0,JARDIM AMERICA,3900.0
4,30,1,1,1,0,JARDIM COLONIAL,600.0
